y-m-d_hr:mn:sc,moisture level (50-100mm),temperature 1,light level 1,waterIsOn,moisture level (Vegetronix @ 50mm)
2010-9-19_9:36,351,37,887,0
2010-9-19_9:51,352,37,859,0
2010-9-19_10:6,354,37,787,0
2010-9-19_10:21,353,37,729,0
2010-9-19_10:36,353,38,695,0
2010-9-19_10:51,353,37,726,0
2010-9-19_11:6,353,38,809,0
2010-9-19_11:21,352,38,855,0
2010-9-19_11:36,351,38,913,0
2010-9-19_11:51,351,40,919,0
2010-9-19_12:6,347,41,910,0
2010-9-19_12:21,352,43,911,0
2010-9-19_12:36,355,44,914,0
2010-9-19_12:51,359,43,921,0
2010-9-19_13:6,363,43,922,0
2010-9-19_13:21,365,43,906,0
2010-9-19_13:36,363,43,904,0
2010-9-19_13:51,362,43,896,0
2010-9-19_14:6,362,43,879,0
2010-9-19_14:21,363,43,860,0
2010-9-19_14:36,363,42,854,0
2010-9-19_14:51,362,42,864,0
2010-9-19_15:6,362,42,850,0
2010-9-19_15:21,361,42,814,0
2010-9-19_15:36,360,42,780,0
2010-9-19_15:51,362,42,702,0
2010-9-19_16:6,360,42,741,0
2010-9-19_16:21,361,42,728,0
2010-9-19_16:36,360,42,697,0
2010-9-19_16:51,360,42,715,0
2010-9-19_17:6,360,42,679,0
2010-9-19_17:21,360,42,651,0
2010-9-19_17:36,359,42,616,0
2010-9-19_17:51,360,42,573,0
2010-9-19_18:6,359,42,531,0
2010-9-19_18:21,358,41,407,0
2010-9-19_18:36,357,41,294,0
2010-9-19_18:51,357,41,173,0
2010-9-19_19:6,357,41,96,0
2010-9-19_19:21,357,41,64,0
2010-9-19_19:36,355,41,53,0
2010-9-19_19:51,357,41,51,0
2010-9-19_20:6,356,41,51,0
2010-9-19_20:21,354,41,51,0
2010-9-19_20:36,353,41,51,0
2010-9-19_20:51,353,41,52,0
2010-9-19_21:6,351,41,52,0
2010-9-19_21:21,352,40,52,0
2010-9-19_21:36,351,41,52,0
2010-9-19_21:51,352,40,52,0
2010-9-19_22:6,351,40,52,0
2010-9-19_22:21,352,40,52,0
2010-9-19_22:36,350,40,52,0
2010-9-19_22:51,350,40,52,0
2010-9-19_23:6,349,40,52,0
2010-9-19_23:21,349,40,53,0
2010-9-19_23:36,348,41,52,0
2010-9-19_23:51,347,40,53,0
2010-9-20_0:6,347,40,53,0
2010-9-20_0:21,346,39,53,0
2010-9-20_0:36,345,40,53,0
2010-9-20_0:51,345,40,53,0
2010-9-20_1:6,344,39,52,0
2010-9-20_1:21,342,39,52,0
2010-9-20_1:36,342,39,51,0
2010-9-20_1:51,342,39,52,0
2010-9-20_2:6,341,39,51,0
2010-9-20_2:21,340,39,51,0
2010-9-20_2:36,340,39,51,0
2010-9-20_2:51,340,39,51,0
2010-9-20_3:6,340,39,51,0
2010-9-20_3:21,340,38,51,0
2010-9-20_3:36,337,38,50,0
2010-9-20_3:51,339,38,50,0
2010-9-20_4:6,338,38,50,0
2010-9-20_4:21,336,38,50,0
2010-9-20_4:36,334,38,50,0
2010-9-20_4:51,336,38,49,0
2010-9-20_5:6,332,38,50,0
2010-9-20_5:21,332,38,50,0
2010-9-20_5:36,334,37,49,0
2010-9-20_5:51,332,37,49,0
2010-9-20_6:6,331,37,49,0
2010-9-20_6:21,329,37,53,0
2010-9-20_6:36,331,37,89,0
2010-9-20_6:51,330,37,195,0
2010-9-20_7:6,327,37,282,0
2010-9-20_7:21,326,37,339,0
2010-9-20_7:36,325,36,372,0
2010-9-20_7:51,325,37,400,0
2010-9-20_8:6,323,37,427,0
2010-9-20_8:21,323,37,482,0
2010-9-20_8:36,321,36,822,0
2010-9-20_8:51,320,37,918,0
2010-9-20_9:6,320,37,926,0
2010-9-20_9:21,318,37,923,0
2010-9-20_9:36,319,37,866,0
2010-9-20_9:51,317,37,835,0
2010-9-20_10:6,317,37,771,0
2010-9-20_10:21,318,37,713,0
2010-9-20_10:36,317,37,667,0
2010-9-20_10:51,317,37,694,0
2010-9-20_11:6,316,37,784,0
2010-9-20_11:21,318,37,846,0
2010-9-20_11:36,316,38,907,0
2010-9-20_11:51,315,40,917,0
2010-9-20_12:6,315,41,911,0
2010-9-20_12:21,318,43,911,0
2010-9-20_12:36,320,43,919,0
2010-9-20_12:51,324,43,924,0
2010-9-20_13:6,325,43,924,0
2010-9-20_13:21,325,42,899,0
2010-9-20_13:36,325,42,899,0
2010-9-20_13:51,324,42,885,0
2010-9-20_14:6,325,42,860,0
2010-9-20_14:21,324,42,845,0
2010-9-20_14:36,323,41,838,0
2010-9-20_14:51,322,41,849,0
2010-9-20_15:6,322,41,858,0
2010-9-20_15:21,321,41,812,0
2010-9-20_15:36,320,41,758,0
2010-9-20_15:51,320,41,736,0
2010-9-20_16:6,318,41,713,0
2010-9-20_16:21,318,40,695,0
2010-9-20_16:36,319,41,686,0
2010-9-20_16:51,317,40,671,0
2010-9-20_17:6,317,40,654,0
2010-9-20_17:21,317,40,654,0
2010-9-20_17:36,316,40,608,0
2010-9-20_18:8,316,40,543,0
2010-9-20_18:23,317,39,455,0
2010-9-20_18:38,315,39,315,0
2010-9-20_18:53,315,40,214,0
2010-9-20_19:8,314,39,111,0
2010-9-20_19:23,315,39,56,0
2010-9-20_19:38,312,39,47,0
2010-9-20_19:53,312,38,46,0
2010-9-20_20:8,312,39,47,0
2010-9-20_20:23,311,38,47,0
2010-9-20_20:38,311,38,47,0
2010-9-20_20:53,310,38,47,0
2010-9-20_21:8,309,38,47,0
2010-9-20_21:23,308,38,47,0
2010-9-20_21:38,307,38,47,0
2010-9-20_21:53,306,37,47,0
2010-9-20_22:8,304,37,48,0
2010-9-20_22:23,306,37,49,0
2010-9-20_22:38,302,37,49,0
2010-9-20_22:53,302,37,49,0
2010-9-20_23:8,300,36,49,0
2010-9-20_23:23,299,37,49,0
2010-9-20_23:38,297,36,50,0
2010-9-20_23:53,300,36,49,0
2010-9-21_0:8,295,36,50,0
2010-9-21_0:23,295,36,50,0
2010-9-21_0:38,295,36,49,0
2010-9-21_0:53,295,36,49,0
2010-9-21_1:8,292,36,49,0
2010-9-21_1:23,293,35,49,0
2010-9-21_1:38,291,35,49,0
2010-9-21_1:53,290,35,49,0
2010-9-21_2:8,289,35,50,0
2010-9-21_2:23,288,35,49,0
2010-9-21_2:38,286,35,49,0
2010-9-21_2:53,285,35,50,0
2010-9-21_3:8,284,35,49,0
2010-9-21_3:23,283,34,49,0
2010-9-21_3:38,283,34,49,0
2010-9-21_3:53,282,34,49,0
2010-9-21_4:8,281,34,49,0
2010-9-21_4:23,281,34,49,0
2010-9-21_4:38,279,34,49,0
2010-9-21_4:53,279,34,49,0
2010-9-21_5:8,276,34,49,0
2010-9-21_5:23,277,34,49,0
2010-9-21_5:38,275,34,49,0
2010-9-21_5:53,274,33,49,0
2010-9-21_6:8,272,33,49,0
2010-9-21_6:23,272,33,56,0
2010-9-21_6:38,271,33,103,0
2010-9-21_6:53,271,33,204,0
2010-9-21_7:8,269,33,292,0
2010-9-21_7:23,269,33,347,0
2010-9-21_7:38,269,33,380,0
2010-9-21_7:53,268,33,407,0
2010-9-21_8:8,268,33,436,0
2010-9-21_8:23,267,33,496,0
2010-9-21_8:38,266,34,840,0
2010-9-21_8:53,266,34,914,0
2010-9-21_9:8,264,34,920,0
2010-9-21_9:23,263,34,908,0
2010-9-21_9:38,263,35,824,0
2010-9-21_9:53,265,35,818,0
2010-9-21_10:8,265,35,758,0
2010-9-21_10:23,265,35,710,0
2010-9-21_10:38,266,35,680,0
2010-9-21_10:53,266,36,713,0
2010-9-21_11:8,266,36,793,0
2010-9-21_11:23,268,36,858,0
2010-9-21_11:38,267,36,892,0
2010-9-21_11:53,267,38,913,0
2010-9-21_12:8,269,40,909,0
2010-9-21_12:23,271,41,909,0
2010-9-21_12:38,274,41,920,0
2010-9-21_12:53,277,41,920,0
2010-9-21_13:8,278,41,912,0
2010-9-21_13:23,280,41,899,0
2010-9-21_13:38,281,40,898,0
2010-9-21_13:53,280,40,886,0
2010-9-21_14:8,280,40,867,0
2010-9-21_14:23,281,40,848,0
2010-9-21_14:38,280,40,840,0
2010-9-21_14:53,281,40,851,0
2010-9-21_15:8,281,40,847,0
2010-9-21_15:23,283,40,802,0
2010-9-21_15:38,280,40,756,0
2010-9-21_15:53,279,40,731,0
2010-9-21_16:8,279,40,707,0
2010-9-21_16:23,279,40,689,0
2010-9-21_16:38,279,39,681,0
2010-9-21_16:53,281,40,664,0
2010-9-21_17:8,279,40,645,0
2010-9-21_17:23,279,40,651,0
2010-9-21_17:38,281,39,593,0
2010-9-21_17:53,279,39,571,0
2010-9-21_18:8,278,39,551,0
2010-9-21_18:23,279,39,431,0
2010-9-21_18:38,278,39,307,0
2010-9-21_18:53,278,39,203,0
2010-9-21_19:8,277,39,94,0
2010-9-21_19:23,277,39,53,0
2010-9-21_19:38,276,39,49,0
2010-9-21_19:53,276,38,48,0
2010-9-21_20:8,276,38,49,0
2010-9-21_20:23,275,38,49,0
2010-9-21_20:38,275,38,50,0
2010-9-21_20:53,276,38,51,0
2010-9-21_21:8,274,38,51,0
2010-9-21_21:23,275,38,52,0
2010-9-21_21:38,275,38,53,0
2010-9-21_21:53,275,38,53,0
2010-9-21_22:8,274,38,53,0
2010-9-21_22:23,273,37,53,0
2010-9-21_22:38,273,37,53,0
2010-9-21_22:53,272,38,53,0
2010-9-21_23:13,274,38,54,0
2010-9-21_23:28,274,37,55,0
2010-9-21_23:43,273,38,55,0
2010-9-21_23:58,274,37,54,0
2010-9-22_0:13,273,37,53,0
2010-9-22_0:28,272,38,54,0
2010-9-22_0:43,271,37,53,0
2010-9-22_0:58,271,37,53,0
2010-9-22_1:13,270,37,53,0
2010-9-22_1:28,271,37,53,0
2010-9-22_1:43,270,37,53,0
2010-9-22_1:58,270,37,52,0
2010-9-22_2:13,270,37,52,0
2010-9-22_2:28,270,37,52,0
2010-9-22_2:43,268,37,52,0
2010-9-22_2:58,268,37,52,0
2010-9-22_3:13,267,37,52,0
2010-9-22_3:28,266,37,51,0
2010-9-22_3:43,266,37,52,0
2010-9-22_3:58,266,37,51,0
2010-9-22_4:13,266,37,51,0
2010-9-22_4:28,265,37,51,0
2010-9-22_4:43,265,37,51,0
2010-9-22_4:58,265,37,50,0
2010-9-22_5:13,267,37,51,0
2010-9-22_5:28,265,37,50,0
2010-9-22_5:43,265,37,50,0
2010-9-22_5:58,264,37,50,0
2010-9-22_6:13,264,37,51,0
2010-9-22_6:28,263,37,63,0
2010-9-22_6:43,263,37,126,0
2010-9-22_6:58,263,37,234,0
2010-9-22_7:13,263,37,332,0
2010-9-22_7:28,263,37,406,0
2010-9-22_7:43,262,37,454,0
2010-9-22_7:58,262,37,497,0
2010-9-22_8:13,261,37,536,0
2010-9-22_8:28,263,37,623,0
2010-9-22_8:43,262,37,889,0
2010-9-22_8:58,261,38,908,0
2010-9-22_9:13,261,38,912,0
2010-9-22_9:28,260,38,871,0
2010-9-22_9:43,261,38,809,0
2010-9-22_9:58,261,39,792,0
2010-9-22_10:13,262,39,752,0
2010-9-22_10:28,262,39,719,0
2010-9-22_10:43,262,39,714,0
2010-9-22_10:58,262,39,755,0
2010-9-22_11:13,263,39,802,0
2010-9-22_11:28,263,40,879,0
2010-9-22_11:43,262,40,897,0
2010-9-22_11:58,260,42,906,0
2010-9-22_12:13,257,43,909,0
2010-9-22_12:28,257,44,909,0
2010-9-22_12:43,257,44,913,0
2010-9-22_12:58,258,44,909,0
2010-9-22_13:13,259,44,899,0
2010-9-22_13:28,259,44,905,0
2010-9-22_13:43,260,44,882,0
2010-9-22_13:58,259,44,868,0
2010-9-22_14:13,259,44,854,0
2010-9-22_14:28,260,44,845,0
2010-9-22_14:43,260,44,845,0
2010-9-22_14:58,260,44,833,0
2010-9-22_15:13,260,44,829,0
2010-9-22_15:28,259,44,800,0
2010-9-22_15:43,259,44,767,0
2010-9-22_15:58,259,43,744,0
2010-9-22_16:13,258,44,727,0
2010-9-22_16:28,258,43,709,0
2010-9-22_16:43,258,44,694,0
2010-9-22_16:58,257,44,668,0
2010-9-22_17:13,257,44,634,0
2010-9-22_17:28,259,43,481,0
2010-9-22_17:43,258,44,347,0
2010-9-22_17:58,258,44,352,0
2010-9-22_18:13,258,43,372,0
2010-9-22_18:28,257,43,410,0
2010-9-22_18:43,258,44,308,0
2010-9-22_18:58,257,43,134,0
2010-9-22_19:13,257,43,71,0
2010-9-22_19:28,256,43,57,0
2010-9-22_19:43,256,43,56,0
2010-9-22_19:58,256,42,55,0
2010-9-22_20:13,257,42,55,0
2010-9-22_20:28,259,42,56,0
2010-9-22_20:43,260,41,65,0
2010-9-22_20:58,259,40,66,0
2010-9-22_21:13,257,40,65,0
2010-9-22_21:28,257,41,66,0
2010-9-22_21:43,257,40,65,0
2010-9-22_21:58,256,41,66,0
2010-9-22_22:13,255,41,57,0
2010-9-22_22:28,256,40,56,0
2010-9-22_22:43,254,40,55,0
2010-9-22_22:58,255,40,55,0
2010-9-22_23:13,257,40,53,0
2010-9-22_23:28,256,41,51,0
2010-9-22_23:43,258,40,53,0
2010-9-22_23:58,257,40,52,0
2010-9-23_0:13,257,40,52,0
2010-9-23_0:28,259,40,52,0
2010-9-23_0:43,260,40,51,0
2010-9-23_0:58,261,40,50,0
2010-9-23_1:13,262,40,50,0
2010-9-23_1:28,263,40,50,0
2010-9-23_1:43,264,40,50,0
2010-9-23_1:58,264,40,50,0
2010-9-23_2:13,267,40,49,0
2010-9-23_2:28,271,39,49,0
2010-9-23_2:43,266,39,49,0
2010-9-23_2:58,268,39,48,0
2010-9-23_3:13,268,39,49,0
2010-9-23_3:28,268,39,48,0
2010-9-23_3:43,271,39,47,0
2010-9-23_3:58,271,39,47,0
2010-9-23_4:13,272,39,47,0
2010-9-23_4:28,272,39,47,0
2010-9-23_4:43,273,39,46,0
2010-9-23_4:58,273,39,46,0
2010-9-23_5:13,274,39,46,0
2010-9-23_5:28,275,39,46,0
2010-9-23_5:43,275,39,46,0
2010-9-23_5:58,277,38,46,0
2010-9-23_6:13,275,39,47,0
2010-9-23_6:28,277,39,53,0
2010-9-23_6:43,277,39,130,0
2010-9-23_6:58,278,39,247,0
2010-9-23_7:13,280,38,319,0
2010-9-23_7:28,284,38,366,0
2010-9-23_7:43,281,39,467,0
2010-9-23_7:58,281,39,517,0
2010-9-23_8:13,282,38,540,0
2010-9-23_8:28,281,38,598,0
2010-9-23_8:43,282,39,891,0
2010-9-23_8:58,280,39,893,0
2010-9-23_9:13,276,40,896,0
2010-9-23_9:28,277,40,846,0
2010-9-23_9:43,279,40,869,0
2010-9-23_9:58,280,39,802,0
2010-9-23_10:13,282,40,751,0
2010-9-23_10:28,282,40,766,0
2010-9-23_10:43,282,40,776,0
2010-9-23_10:58,282,40,796,0
2010-9-23_11:13,283,40,768,0
2010-9-23_11:28,284,40,855,0
2010-9-23_11:43,285,41,892,0
2010-9-23_11:58,284,42,909,0
2010-9-23_12:13,277,43,906,0
2010-9-23_12:28,280,44,906,0
2010-9-23_12:43,285,44,904,0
2010-9-23_12:58,289,44,808,0
2010-9-23_13:13,292,44,895,0
2010-9-23_13:28,293,44,900,0
2010-9-23_13:43,297,44,881,0
2010-9-23_13:58,297,43,874,0
2010-9-23_14:13,297,43,871,0
2010-9-23_14:28,296,43,851,0
2010-9-23_14:43,299,43,752,0
2010-9-23_14:58,299,43,805,0
2010-9-23_15:13,298,43,749,0
2010-9-23_15:28,299,43,735,0
2010-9-23_15:43,299,43,788,0
2010-9-23_15:58,298,43,783,0
2010-9-23_16:13,297,43,738,0
2010-9-23_16:28,298,43,736,0
2010-9-23_16:43,298,43,734,0
2010-9-23_16:58,302,43,698,0
2010-9-23_17:13,302,43,635,0
2010-9-23_17:28,301,43,620,0
2010-9-23_17:43,301,43,574,0
2010-9-23_17:58,300,43,526,0
2010-9-23_18:13,301,43,457,0
2010-9-23_18:28,300,43,358,0
2010-9-23_18:43,300,42,259,0
2010-9-23_18:58,301,43,147,0
2010-9-23_19:13,301,42,72,0
2010-9-23_19:28,301,42,59,0
2010-9-23_19:43,302,42,57,0
2010-9-23_19:58,304,42,56,0
2010-9-23_20:13,306,42,57,0
2010-9-23_20:28,303,42,56,0
2010-9-23_20:43,304,42,56,0
2010-9-23_20:58,303,42,56,0
2010-9-23_21:13,303,41,56,0
2010-9-23_21:28,304,41,66,0
2010-9-23_21:43,304,41,57,0
2010-9-23_21:58,305,41,81,1
2010-9-23_22:13,305,41,59,1
2010-9-23_22:28,304,41,58,1
2010-9-23_22:43,309,41,58,1
2010-9-23_22:58,308,41,54,0
2010-9-23_23:13,313,40,53,0
2010-9-23_23:28,321,41,53,0
2010-9-23_23:43,329,41,52,0
2010-9-23_23:58,335,41,52,0
2010-9-24_0:13,339,40,52,0
2010-9-24_0:28,349,41,52,0
2010-9-24_0:43,358,41,51,0
2010-9-24_0:58,363,40,51,0
2010-9-24_1:13,368,40,51,0
2010-9-24_1:28,374,40,50,0
2010-9-24_1:43,377,40,49,0
2010-9-24_1:58,389,40,49,0
2010-9-24_2:13,386,40,49,0
2010-9-24_2:28,390,40,48,0
2010-9-24_2:43,392,40,48,0
2010-9-24_2:58,397,40,48,0
2010-9-24_3:13,397,40,48,0
2010-9-24_3:28,400,40,48,0
2010-9-24_3:43,403,40,48,0
2010-9-24_3:58,407,40,48,0
2010-9-24_4:13,407,40,48,0
2010-9-24_4:28,410,40,48,0
2010-9-24_4:43,410,40,47,0
2010-9-24_4:58,415,40,47,0
2010-9-24_5:13,412,40,48,0
2010-9-24_5:28,415,40,47,0
2010-9-24_5:43,417,40,47,0
2010-9-24_5:58,416,40,47,0
2010-9-24_6:13,417,40,47,0
2010-9-24_6:28,419,40,50,0
2010-9-24_6:43,419,40,82,0
2010-9-24_6:58,421,40,136,0
2010-9-24_7:13,422,39,226,0
2010-9-24_7:28,423,40,286,0
2010-9-24_7:43,423,40,357,0
2010-9-24_7:58,425,40,378,0
2010-9-24_8:13,426,40,417,0
2010-9-24_8:28,427,40,433,0
2010-9-24_8:43,428,39,472,0
2010-9-24_8:58,427,40,476,0
2010-9-24_9:13,428,40,602,0
2010-9-24_9:28,430,40,587,0
2010-9-24_9:43,429,40,672,0
2010-9-24_9:58,432,40,688,0
2010-9-24_10:13,431,41,686,0
2010-9-24_10:28,432,41,700,0
2010-9-24_10:43,433,40,702,0
2010-9-24_10:58,433,41,801,0
2010-9-24_11:13,434,41,814,0
2010-9-24_11:28,436,41,869,0
2010-9-24_11:43,435,41,890,0
2010-9-24_11:58,433,42,902,0
2010-9-24_12:13,435,43,905,0
2010-9-24_12:28,436,44,899,0
2010-9-24_12:43,441,44,880,0
2010-9-24_12:58,445,44,902,0
2010-9-24_13:13,448,44,891,0
2010-9-24_13:28,448,44,881,0
2010-9-24_13:43,451,44,869,0
2010-9-24_13:58,449,44,858,0
2010-9-24_14:13,451,44,849,0
2010-9-24_14:28,450,44,841,0
2010-9-24_14:43,451,44,835,0
2010-9-24_14:58,451,44,769,0
2010-9-24_15:13,454,44,814,0
2010-9-24_15:28,455,44,780,0
2010-9-24_15:43,455,44,775,0
2010-9-24_15:58,452,44,759,0
2010-9-24_16:13,453,44,686,0
2010-9-24_16:28,453,44,719,0
2010-9-24_16:43,454,44,700,0
2010-9-24_16:58,454,44,682,0
2010-9-24_17:13,454,44,649,0
2010-9-24_17:28,454,45,625,0
2010-9-24_17:43,452,44,578,0
2010-9-24_17:58,454,44,529,0
2010-9-24_18:13,455,44,447,0
2010-9-24_18:28,455,44,338,0
2010-9-24_18:43,455,44,237,0
2010-9-24_18:58,456,44,133,0
2010-9-24_19:13,455,44,69,0
2010-9-24_19:28,453,44,56,0
2010-9-24_19:43,455,44,54,0
2010-9-24_19:58,452,43,53,0
2010-9-24_20:13,454,43,53,0
2010-9-24_20:28,453,43,53,0
2010-9-24_20:43,453,43,53,0
2010-9-24_20:58,454,43,54,0
2010-9-24_21:13,452,43,53,0
2010-9-24_21:28,450,43,53,0
2010-9-24_21:43,450,43,54,0
2010-9-24_21:58,450,43,55,0
2010-9-24_22:13,450,43,55,0
2010-9-24_22:28,450,43,55,0
2010-9-24_22:43,450,43,55,0
2010-9-24_22:58,449,43,55,0
2010-9-24_23:13,449,43,55,0
2010-9-24_23:28,448,43,55,0
2010-9-24_23:43,448,43,56,0
2010-9-24_23:58,448,42,55,0
2010-9-25_0:13,447,42,56,0
2010-9-25_0:28,446,43,56,0
2010-9-25_0:43,445,42,56,0
2010-9-25_0:58,446,42,56,0
2010-9-25_1:13,447,42,57,0
2010-9-25_1:28,446,42,56,0
2010-9-25_1:43,445,42,56,0
2010-9-25_1:58,446,42,56,0
2010-9-25_2:13,444,42,56,0
2010-9-25_2:28,447,42,56,0
2010-9-25_2:43,444,42,56,0
2010-9-25_2:58,443,42,56,0
2010-9-25_3:13,443,42,56,0
2010-9-25_3:28,443,42,56,0
2010-9-25_3:43,441,42,56,0
2010-9-25_3:58,442,41,55,0
2010-9-25_4:13,441,41,55,0
2010-9-25_4:28,440,41,55,0
2010-9-25_4:43,439,41,55,0
2010-9-25_4:58,438,41,55,0
2010-9-25_5:13,438,41,55,0
2010-9-25_5:28,437,41,55,0
2010-9-25_5:43,438,41,55,0
2010-9-25_5:58,439,41,55,0
2010-9-25_6:13,437,41,56,0
2010-9-25_6:28,437,41,63,0
2010-9-25_6:43,436,41,115,0
2010-9-25_6:58,436,41,225,0
2010-9-25_7:13,436,41,337,0
2010-9-25_7:28,434,41,408,0
2010-9-25_7:43,434,41,532,0
2010-9-25_7:58,434,41,598,0
2010-9-25_8:13,431,41,595,0
2010-9-25_8:28,431,41,670,0
2010-9-25_8:43,430,41,902,0
2010-9-25_8:58,429,41,678,0
2010-9-25_9:13,427,41,838,0
2010-9-25_9:28,427,41,835,0
2010-9-25_9:43,427,42,802,0
2010-9-25_9:58,425,41,812,0
2010-9-25_10:13,426,42,770,0
2010-9-25_10:28,425,42,796,0
2010-9-25_10:43,423,41,799,0
2010-9-25_10:58,424,42,778,0
2010-9-25_11:13,422,42,815,0
2010-9-25_11:28,421,42,856,0
2010-9-25_11:43,421,43,901,0
2010-9-25_11:58,415,44,915,0
2010-9-25_12:13,416,45,915,0
2010-9-25_12:28,416,46,914,0
2010-9-25_12:43,419,46,918,0
2010-9-25_12:58,422,45,917,0
2010-9-25_13:13,423,45,901,0
2010-9-25_13:28,424,45,897,0
2010-9-25_13:43,425,45,880,0
2010-9-25_13:58,423,45,870,0
2010-9-25_14:13,424,45,857,0
2010-9-25_14:28,422,45,844,0
2010-9-25_14:43,422,45,831,0
2010-9-25_14:58,420,44,831,0
2010-9-25_15:13,419,45,801,0
2010-9-25_15:28,418,44,782,0
2010-9-25_15:43,418,44,758,0
2010-9-25_15:58,418,44,734,0
2010-9-25_16:13,419,44,715,0
2010-9-25_16:28,417,44,702,0
2010-9-25_16:43,416,44,687,0
2010-9-25_16:58,414,44,684,0
2010-9-25_17:13,414,44,659,0
2010-9-25_17:28,414,44,630,0
2010-9-25_17:43,413,44,596,0
2010-9-25_17:58,412,43,555,0
2010-9-25_18:13,412,43,480,0
2010-9-25_18:28,412,44,340,0
2010-9-25_18:43,413,43,230,0
2010-9-25_18:58,413,43,110,0
2010-9-25_19:13,412,43,59,0
2010-9-25_19:28,414,43,49,0
2010-9-25_19:43,413,43,48,0
2010-9-25_19:58,412,43,48,0
2010-9-25_20:13,412,42,48,0
2010-9-25_20:28,412,42,49,0
2010-9-25_20:43,411,42,49,0
2010-9-25_20:58,410,42,49,0
2010-9-25_21:13,410,42,49,0
2010-9-25_21:28,409,42,49,0
2010-9-25_21:43,407,42,49,0
2010-9-25_21:58,407,41,50,0
2010-9-25_22:13,407,41,50,0
2010-9-25_22:28,407,41,50,0
2010-9-25_22:43,406,41,52,0
2010-9-25_22:58,404,41,52,0
2010-9-25_23:13,404,41,53,0
2010-9-25_23:28,403,40,52,0
2010-9-25_23:43,402,40,52,0
2010-9-25_23:58,400,40,52,0
2010-9-26_0:13,399,40,53,0
2010-9-26_0:28,398,40,53,0
2010-9-26_0:43,397,40,53,0
2010-9-26_0:58,395,40,54,0
2010-9-26_1:13,395,40,54,0
2010-9-26_1:28,395,40,54,0
2010-9-26_1:43,394,40,53,0
2010-9-26_1:58,392,40,53,0
2010-9-26_2:13,390,40,53,0
2010-9-26_2:28,389,39,53,0
2010-9-26_2:43,389,39,53,0
2010-9-26_2:58,387,39,53,0
2010-9-26_3:13,387,39,53,0
2010-9-26_3:28,385,39,53,0
2010-9-26_3:43,385,39,52,0
2010-9-26_3:58,384,39,52,0
2010-9-26_4:13,383,39,52,0
2010-9-26_4:28,382,38,52,0
2010-9-26_4:43,381,38,52,0
2010-9-26_4:58,381,38,52,0
2010-9-26_5:13,379,38,52,0
2010-9-26_5:28,378,38,52,0
2010-9-26_5:43,377,38,52,0
2010-9-26_5:58,376,38,52,0
2010-9-26_6:13,375,38,53,0
2010-9-26_6:28,376,38,57,0
2010-9-26_6:43,375,38,95,0
2010-9-26_6:58,375,38,152,0
2010-9-26_7:13,373,38,224,0
2010-9-26_7:28,372,38,320,0
2010-9-26_7:43,372,38,398,0
2010-9-26_7:58,371,38,570,0
2010-9-26_8:13,370,38,589,0
2010-9-26_8:28,371,37,555,0
2010-9-26_8:43,369,38,660,0
2010-9-26_8:58,369,38,613,0
2010-9-26_9:13,369,38,644,0
2010-9-26_9:28,368,38,645,0
2010-9-26_9:43,366,38,541,0
2010-9-26_9:58,367,38,691,0
2010-9-26_10:13,365,38,691,0
2010-9-26_10:28,365,38,688,0
2010-9-26_10:43,365,38,665,0
2010-9-26_10:58,365,38,643,0
2010-9-26_11:13,364,38,668,0
2010-9-26_11:28,364,38,644,0
2010-9-26_11:43,363,38,601,0
2010-9-26_11:58,365,38,658,0
2010-9-26_12:13,364,38,657,0
2010-9-26_12:28,364,38,652,0
2010-9-26_12:43,364,38,646,0
2010-9-26_12:58,363,38,643,0
2010-9-26_13:13,364,38,667,0
2010-9-26_13:28,363,38,729,0
2010-9-26_13:43,364,39,725,0
2010-9-26_13:58,362,39,699,0
2010-9-26_14:13,361,38,721,0
2010-9-26_14:28,363,39,646,0
2010-9-26_14:43,362,39,605,0
2010-9-26_14:58,361,38,619,0
2010-9-26_15:13,362,39,539,0
2010-9-26_15:28,362,38,569,0
2010-9-26_15:43,361,39,529,0
2010-9-26_15:58,361,39,503,0
2010-9-26_16:13,361,39,494,0
2010-9-26_16:28,361,39,506,0
2010-9-26_16:43,362,38,541,0
2010-9-26_16:58,361,38,467,0
2010-9-26_17:13,360,38,379,0
2010-9-26_17:28,361,39,348,0
2010-9-26_17:43,362,39,271,0
2010-9-26_17:58,362,39,327,0
2010-9-26_18:13,361,39,317,0
2010-9-26_18:28,361,38,171,0
2010-9-26_18:43,361,38,156,0
2010-9-26_18:58,361,38,91,0
2010-9-26_19:13,360,38,59,0
2010-9-26_19:28,361,39,56,0
2010-9-26_19:43,361,38,55,0
2010-9-26_19:58,361,38,55,0
2010-9-26_20:13,360,38,55,0
2010-9-26_20:28,362,38,54,0
2010-9-26_20:43,361,38,54,0
2010-9-26_20:58,360,38,53,0
2010-9-26_21:13,360,38,53,0
2010-9-26_21:28,359,38,53,0
2010-9-26_21:43,360,38,53,0
2010-9-26_21:58,359,38,54,0
2010-9-26_22:13,360,38,54,0
2010-9-26_22:28,358,38,54,0
2010-9-26_22:43,359,38,55,0
2010-9-26_22:58,358,38,55,0
2010-9-26_23:13,358,38,55,0
2010-9-26_23:28,357,38,56,0
2010-9-26_23:43,357,38,56,0
2010-9-26_23:58,356,38,55,0
2010-9-27_0:13,357,38,56,0
2010-9-27_0:28,356,38,55,0
2010-9-27_0:43,355,38,55,0
2010-9-27_0:58,356,38,55,0
